id,name,regime_id/id,description
compliance_code_eu_224183,3A001.b.2.g.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 10 mW (10 dBm) at any frequency exceeding 75 GHz up to and including 90 GHz, and with a ""fractional bandwidth"" of greater than 5 %; or"
compliance_code_eu_224184,3A001.b.2.h.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 0,1 nW (– 70 dBm) at any frequency exceeding 90 GHz;"
compliance_code_eu_224185,3A001.b.3.,product_trade_compliance.regime_eu_dual,Discrete microwave transistors that are any of the following:
compliance_code_eu_224186,3A001.b.3.a.,product_trade_compliance.regime_eu_dual,"Rated for operation at frequencies exceeding 2,7 GHz up to and including 6,8 GHz and having any of the following:"
compliance_code_eu_224187,3A001.b.3.a.1.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 400 W (56 dBm) at any frequency exceeding 2,7 GHz up to and including 2,9 GHz;"
compliance_code_eu_224188,3A001.b.3.a.2.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 205 W (53,12 dBm) at any frequency exceeding 2,9 GHz up to and including 3,2 GHz;"
compliance_code_eu_224189,3A001.b.3.a.3.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 115 W (50,61 dBm) at any frequency exceeding 3,2 GHz up to and including 3,7 GHz; or"
compliance_code_eu_224190,3A001.b.3.a.4.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 60 W (47,78 dBm) at any frequency exceeding 3,7 GHz up to and including 6,8 GHz;"
compliance_code_eu_224191,3A001.b.3.b.,product_trade_compliance.regime_eu_dual,"Rated for operation at frequencies exceeding 6,8 GHz up to and including 31,8 GHz and having any of the following:"
compliance_code_eu_224192,3A001.b.3.b.1.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 50 W (47 dBm) at any frequency exceeding 6,8 GHz up to and including 8,5 GHz;"
compliance_code_eu_224193,3A001.b.3.b.2.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 15 W (41,76 dBm) at any frequency exceeding 8,5 GHz up to and including 12 GHz;"
compliance_code_eu_224194,3A001.b.3.b.3.,product_trade_compliance.regime_eu_dual,A peak saturated power output greater than 40 W (46 dBm) at any frequency exceeding 12 GHz up to and including 16 GHz; or
compliance_code_eu_224195,3A001.b.3.b.4.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 7 W (38,45 dBm) at any frequency exceeding 16 GHz up to and including 31,8 GHz;"
compliance_code_eu_224196,3A001.b.3.c.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 0,5 W (27 dBm) at any frequency exceeding 31,8 GHz up to and including 37 GHz;"
compliance_code_eu_224197,3A001.b.3.d.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 1 W (30 dBm) at any frequency exceeding 37 GHz up to and including 43,5 GHz;"
compliance_code_eu_224198,3A001.b.3.e.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 0,1 nW (– 70 dBm) at any frequency exceeding 43,5 GHz; or"
compliance_code_eu_224199,3A001.b.3.f.,product_trade_compliance.regime_eu_dual,"Other than those specified in 3A001.b.3.a. to 3A001.b.3.e and rated for operation with a peak saturated power output greater than 5 W (37,0 dBm) at all frequencies exceeding 8,5 GHz up to and including 31,8 GHz;"
compliance_code_eu_224200,3A001.b.4.,product_trade_compliance.regime_eu_dual,"Microwave solid state amplifiers and microwave assemblies/modules containing microwave solid state amplifiers, that are any of the following:"
compliance_code_eu_224201,3A001.b.4.a.,product_trade_compliance.regime_eu_dual,"Rated for operation at frequencies exceeding 2,7 GHz up to and including 6,8 GHz with a ""fractional bandwidth"" greater than 15 %, and having any of the following:"
compliance_code_eu_224202,3A001.b.4.a.1.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 500 W (57 dBm) at any frequency exceeding 2,7 GHz up to and including 2,9 GHz;"
compliance_code_eu_224203,3A001.b.4.a.2.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 270 W (54,3 dBm) at any frequency exceeding 2,9 GHz up to and including 3,2 GHz;"
compliance_code_eu_224204,3A001.b.4.a.3.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 200 W (53 dBm) at any frequency exceeding 3,2 GHz up to and including 3,7 GHz; or"
compliance_code_eu_224205,3A001.b.4.a.4.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 90 W (49,54 dBm) at any frequency exceeding 3,7 GHz up to and including 6,8 GHz;"
compliance_code_eu_224206,3A001.b.4.b.,product_trade_compliance.regime_eu_dual,"Rated for operation at frequencies exceeding 6,8 GHz up to and including 31,8 GHz with a ""fractional bandwidth"" greater than 10 %, and having any of the following:"
compliance_code_eu_224207,3A001.b.4.b.1.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 70 W (48,45 dBm) at any frequency exceeding 6,8 GHz up to and including 8,5 GHz;"
compliance_code_eu_224208,3A001.b.4.b.2.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 50 W (47 dBm) at any frequency exceeding 8,5 GHz up to and including 12 GHz;"
compliance_code_eu_224209,3A001.b.4.b.3.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 30 W (44,77 dBm) at any frequency exceeding 12 GHz up to and including 16 GHz; or"
compliance_code_eu_224210,3A001.b.4.b.4.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 20 W (43 dBm) at any frequency exceeding 16 GHz up to and including 31,8 GHz;"
compliance_code_eu_224211,3A001.b.4.c.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 0,5 W (27 dBm) at any frequency exceeding 31,8 GHz up to and including 37 GHz;"
compliance_code_eu_224212,3A001.b.4.d.,product_trade_compliance.regime_eu_dual,"Rated for operation with a peak saturated power output greater than 2 W (33 dBm) at any frequency exceeding 37 GHz up to and including 43,5 GHz, and with a ""fractional bandwidth"" of greater than 10 %;"
compliance_code_eu_224213,3A001.b.4.e.,product_trade_compliance.regime_eu_dual,"Rated for operation at frequencies exceeding 43,5 GHz and having any of the following:"
compliance_code_eu_224214,3A001.b.4.e.1.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 0,2 W (23 dBm) at any frequency exceeding 43,5 GHz up to and including 75 GHz, and with a ""fractional bandwidth"" of greater than 10 %;"
compliance_code_eu_224215,3A001.b.4.e.2.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 20 mW (13 dBm) at any frequency exceeding 75 GHz up to and including 90 GHz, and with a ""fractional bandwidth"" of greater than 5 %; or"
compliance_code_eu_224216,3A001.b.4.e.3.,product_trade_compliance.regime_eu_dual,"A peak saturated power output greater than 0,1 nW (– 70 dBm) at any frequency exceeding 90 GHz; or"
compliance_code_eu_224217,3A001.b.4.f.,product_trade_compliance.regime_eu_dual,Not used
compliance_code_eu_224218,3A001.b.5.,product_trade_compliance.regime_eu_dual,"Electronically or magnetically tunable band-pass or band-stop filters, having more than 5 tunable resonators capable of tuning across a 1,5:1 frequency band (fmax/fmin) in less than 10 μs and having any of the following:"
compliance_code_eu_224219,3A001.b.5.a.,product_trade_compliance.regime_eu_dual,"A band-pass bandwidth of more than 0,5 % of centre frequency; or"
compliance_code_eu_224220,3A001.b.5.b.,product_trade_compliance.regime_eu_dual,"A band-stop bandwidth of less than 0,5 % of centre frequency;"
compliance_code_eu_224221,3A001.b.6.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224222,3A001.b.7.,product_trade_compliance.regime_eu_dual,Converters and harmonic mixers that are any of the following:
compliance_code_eu_224223,3A001.b.7.a.,product_trade_compliance.regime_eu_dual,"Designed to extend the frequency range of ""signal analysers"" beyond 110 GHz;"
compliance_code_eu_224224,3A001.b.7.b.,product_trade_compliance.regime_eu_dual,Designed to extend the operating range of signal generators as follows:
compliance_code_eu_224225,3A001.b.7.b.1.,product_trade_compliance.regime_eu_dual,Beyond 110 GHz;
compliance_code_eu_224226,3A001.b.7.b.2.,product_trade_compliance.regime_eu_dual,"To an output power greater than 100 mW (20 dBm) anywhere within the frequency range exceeding 43,5 GHz but not exceeding 110 GHz;"
compliance_code_eu_224227,3A001.b.7.c.,product_trade_compliance.regime_eu_dual,Designed to extend the operating range of network analysers as follows:
compliance_code_eu_224228,3A001.b.7.c.1.,product_trade_compliance.regime_eu_dual,Beyond 110 GHz;
compliance_code_eu_224229,3A001.b.7.c.2.,product_trade_compliance.regime_eu_dual,"To an output power greater than 100 mW (20 dBm) anywhere within the frequency range exceeding 43,5 GHz but not exceeding 110 GHz;"
compliance_code_eu_224230,3A001.b.7.c.3.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224231,3A001.b.7.d.,product_trade_compliance.regime_eu_dual,Designed to extend the frequency range of microwave test receivers beyond 110 GHz;
compliance_code_eu_224232,3A001.b.8.,product_trade_compliance.regime_eu_dual,"Microwave power amplifiers containing ""vacuum electronic devices"" specified in 3A001.b.1. and having all of the following: a. Operating frequencies above 3 GHz; b. An average output power to mass ratio exceeding 80 W/kg; and c. A volume of less than 400 cm^3;"
compliance_code_eu_224233,3A001.b.9.,product_trade_compliance.regime_eu_dual,"Microwave power modules (MPM) consisting of, at least, a travelling wave ""vacuum electronic device"", a ""monolithic microwave integrated circuit"" (""MMIC"") and an integrated electronic power conditioner and having all of the following: a. A ‘turn-on time’ from off to fully operational in less than 10 seconds; b. A volume less than the maximum rated power in Watts multiplied by 10 cm^3/W; and c. An ""instantaneous bandwidth"" greater than 1 octave (fmax > 2fmin) and having any of the following: 1. For frequencies equal to or less than 18 GHz, an RF output power greater than 100 W; or 2. A frequency greater than 18 GHz;"
compliance_code_eu_224234,3A001.b.10.,product_trade_compliance.regime_eu_dual,"Oscillators or oscillator assemblies, specified to operate with a single sideband (SSB) phase noise, in dBc/Hz, less (better) than -(126 + 20log10F - 20log10f) anywhere within the range of 10 Hz ≤ F ≤ 10 kHz;"
compliance_code_eu_224235,3A001.b.11.,product_trade_compliance.regime_eu_dual,"‘Frequency synthesiser’""electronic assemblies"" having a ""frequency switching time"" as specified by any of the following:"
compliance_code_eu_224236,3A001.b.11.a.,product_trade_compliance.regime_eu_dual,Less than 143 ps;
compliance_code_eu_224237,3A001.b.11.b.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 2,2 GHz within the synthesised frequency range exceeding 4,8 GHz but not exceeding 31,8 GHz;"
compliance_code_eu_224238,3A001.b.11.c.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224239,3A001.b.11.d.,product_trade_compliance.regime_eu_dual,"Less than 500 μs for any frequency change exceeding 550 MHz within the synthesised frequency range exceeding 31,8 GHz but not exceeding 37 GHz;"
compliance_code_eu_224240,3A001.b.11.e.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 2,2 GHz within the synthesised frequency range exceeding 37 GHz but not exceeding 75 GHz;"
compliance_code_eu_224241,3A001.b.11.f.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 5,0 GHz within the synthesised frequency range exceeding 75 GHz but not exceeding 90 GHz; or"
compliance_code_eu_224242,3A001.b.11.g.,product_trade_compliance.regime_eu_dual,Less than 1 ms within the synthesised frequency range exceeding 90 GHz;
compliance_code_eu_224243,3A001.b.12.,product_trade_compliance.regime_eu_dual,"‘Transmit/receive modules’, ‘transmit/receive MMICs’, ‘transmit modules’, and ‘transmit MMICs’, rated for operation at frequencies above 2,7 GHz and having all of the following: a. A peak saturated power output (in watts), Psat, greater than 505,62 divided by the maximum operating frequency (in GHz) squared [Psat>505,62 W*GHz^2/fGHz^2] for any channel; b. A ""fractional bandwidth"" of 5 % or greater for any channel; c. Any planar side with length d (in cm) equal to or less than 15 divided by the lowest operating frequency in GHz [d ≤ 15cm*GHz*N/fGHz] where N is the number of transmit or transmit/receive channels; and d. An electronically variable phase shifter per channel."
compliance_code_eu_224244,3A001.c.,product_trade_compliance.regime_eu_dual,Acoustic wave devices as follows and specially designed components therefor:
compliance_code_eu_224245,3A001.c.1.,product_trade_compliance.regime_eu_dual,"Surface acoustic wave and surface skimming (shallow bulk) acoustic wave devices, having any of the following:"
compliance_code_eu_224246,3A001.c.1.a.,product_trade_compliance.regime_eu_dual,A carrier frequency exceeding 6 GHz;
compliance_code_eu_224247,3A001.c.1.b.,product_trade_compliance.regime_eu_dual,"A carrier frequency exceeding 1 GHz, but not exceeding 6 GHz and having any of the following:"
compliance_code_eu_224248,3A001.c.1.b.1.,product_trade_compliance.regime_eu_dual,A ‘frequency side-lobe rejection’ exceeding 65 dB;
compliance_code_eu_224249,3A001.c.1.b.2.,product_trade_compliance.regime_eu_dual,A product of the maximum delay time and the bandwidth (time in μs and bandwidth in MHz) of more than 100;
compliance_code_eu_224250,3A001.c.1.b.3.,product_trade_compliance.regime_eu_dual,A bandwidth greater than 250 MHz; or
compliance_code_eu_224251,3A001.c.1.b.4.,product_trade_compliance.regime_eu_dual,A dispersive delay of more than 10 μs; or
compliance_code_eu_224252,3A001.c.1.c.,product_trade_compliance.regime_eu_dual,A carrier frequency of 1 GHz or less and having any of the following:
compliance_code_eu_224253,3A001.c.1.c.1.,product_trade_compliance.regime_eu_dual,A product of the maximum delay time and the bandwidth (time in μs and bandwidth in MHz) of more than 100;
compliance_code_eu_224254,3A001.c.1.c.2.,product_trade_compliance.regime_eu_dual,A dispersive delay of more than 10 μs; or
compliance_code_eu_224255,3A001.c.1.c.3.,product_trade_compliance.regime_eu_dual,A ‘frequency side-lobe rejection’ exceeding 65 dB and a bandwidth greater than 100 MHz;
compliance_code_eu_224256,3A001.c.2.,product_trade_compliance.regime_eu_dual,Bulk (volume) acoustic wave devices which permit the direct processing of signals at frequencies exceeding 6 GHz;
compliance_code_eu_224257,3A001.c.3.,product_trade_compliance.regime_eu_dual,"Acoustic-optic ""signal processing"" devices employing interaction between acoustic waves (bulk wave or surface wave) and light waves which permit the direct processing of signals or images, including spectral analysis, correlation or convolution;"
compliance_code_eu_224258,3A001.d.,product_trade_compliance.regime_eu_dual,"Electronic devices and circuits containing components, manufactured from ""superconductive"" materials, specially designed for operation at temperatures below the ""critical temperature"" of at least one of the ""superconductive"" constituents and having any of the following:"
compliance_code_eu_224259,3A001.d.1.,product_trade_compliance.regime_eu_dual,"Current switching for digital circuits using ""superconductive"" gates with a product of delay time per gate (in seconds) and power dissipation per gate (in watts) of less than 10^-14 J; or"
compliance_code_eu_224260,3A001.d.2.,product_trade_compliance.regime_eu_dual,Frequency selection at all frequencies using resonant circuits with Q-values exceeding 10 000;
compliance_code_eu_224261,3A001.e.,product_trade_compliance.regime_eu_dual,High energy devices as follows:
compliance_code_eu_224262,3A001.e.1.,product_trade_compliance.regime_eu_dual,‘Cells’ as follows:
compliance_code_eu_224263,3A001.e.1.a.,product_trade_compliance.regime_eu_dual,‘Primary cells’ having any of the following at 20 °C;
compliance_code_eu_224264,3A001.e.1.a.1.,product_trade_compliance.regime_eu_dual,‘Energy density’ exceeding 550 Wh/kg and a ‘continuous power density’ exceeding 50 W/kg; or
compliance_code_eu_224265,3A001.e.1.a.2.,product_trade_compliance.regime_eu_dual,‘Energy density’ exceeding 50 Wh/kg and a ‘continuous power density’ exceeding 350 W/kg; or
compliance_code_eu_224266,3A001.e.1.b.,product_trade_compliance.regime_eu_dual,‘Secondary cells’ having an ‘energy density’ exceeding 350 Wh/kg at 20 °C;
compliance_code_eu_224267,3A001.e.2.,product_trade_compliance.regime_eu_dual,High energy storage capacitors as follows:
compliance_code_eu_224268,3A001.e.2.a.,product_trade_compliance.regime_eu_dual,Capacitors with a repetition rate of less than 10 Hz (single shot capacitors) and having all of the following: 1. A voltage rating equal to or more than 5 kV; 2. An energy density equal to or more than 250 J/kg; and 3. A total energy equal to or more than 25 kJ;
compliance_code_eu_224269,3A001.e.2.b.,product_trade_compliance.regime_eu_dual,Capacitors with a repetition rate of 10 Hz or more (repetition rated capacitors) and having all of the following: 1. A voltage rating equal to or more than 5 kV; 2. An energy density equal to or more than 50 J/kg; 3. A total energy equal to or more than 100 J; and 4. A charge/discharge cycle life equal to or more than 10 000;
compliance_code_eu_224270,3A001.e.3.,product_trade_compliance.regime_eu_dual,"""Superconductive"" electromagnets and solenoids, specially designed to be fully charged or discharged in less than one second and having all of the following: a. Energy delivered during the discharge exceeding 10 kJ in the first second; b. Inner diameter of the current carrying windings of more than 250 mm; and c. Rated for a magnetic induction of more than 8 T or ""overall current density"" in the winding of more than 300 A/mm^2;"
compliance_code_eu_224271,3A001.e.4.,product_trade_compliance.regime_eu_dual,"Solar cells, cell-interconnect-coverglass (CIC) assemblies, solar panels, and solar arrays, which are ""space-qualified"", having a minimum average efficiency exceeding 20 % at an operating temperature of 301 K (28 °C) under simulated ‘AM0’ illumination with an irradiance of 1 367 watts per square metre (W/m^2);"
compliance_code_eu_224272,3A001.f.,product_trade_compliance.regime_eu_dual,"Rotary input type absolute position encoders having an ""accuracy"" equal to or less (better) than 1,0 second of arc and specially designed encoder rings, discs or scales therefor;"
compliance_code_eu_224273,3A001.g.,product_trade_compliance.regime_eu_dual,"Solid-state pulsed power switching thyristor devices and ‘thyristor modules’, using either electrically, optically, or electron radiation controlled switch methods and having any of the following:"
compliance_code_eu_224274,3A001.g.1.,product_trade_compliance.regime_eu_dual,A maximum turn-on current rate of rise (di/dt) greater than 30 000 A/μs and off-state voltage greater than 1 100 V; or
compliance_code_eu_224275,3A001.g.2.,product_trade_compliance.regime_eu_dual,A maximum turn-on current rate of rise (di/dt) greater than 2 000 A/μs and having all of the following: a. An off-state peak voltage equal to or greater than 3 000 V; and b. A peak (surge) current equal to or greater than 3 000 A.
compliance_code_eu_224276,3A001.h.,product_trade_compliance.regime_eu_dual,"Solid-state power semiconductor switches, diodes, or ‘modules’, having all of the following: 1. Rated for a maximum operating junction temperature greater than 488 K (215 °C); 2. Repetitive peak off-state voltage (blocking voltage) exceeding 300 V; and 3. Continuous current greater than 1 A."
compliance_code_eu_224277,3A001.i.,product_trade_compliance.regime_eu_dual,"Intensity, amplitude, or phase electro-optic modulators, designed for analogue signals and having any of the following:"
compliance_code_eu_224278,3A001.i.1.,product_trade_compliance.regime_eu_dual,"A maximum operating frequency of more than 10 GHz but less than 20 GHz, an optical insertion loss equal to or less than 3 dB and having any of the following:"
compliance_code_eu_224279,3A001.i.1.a.,product_trade_compliance.regime_eu_dual,"A ‘half-wave voltage’ (‘Vπ’) less than 2,7 V when measured at a frequency of 1 GHz or below; or"
compliance_code_eu_224280,3A001.i.1.b.,product_trade_compliance.regime_eu_dual,A ‘Vπ’ of less than 4 V when measured at a frequency of more than 1 GHz; or
compliance_code_eu_224281,3A001.i.2.,product_trade_compliance.regime_eu_dual,"A maximum operating frequency equal to or greater than 20 GHz, an optical insertion loss equal to or less than 3 dB and having any of the following:"
compliance_code_eu_224282,3A001.i.2.a.,product_trade_compliance.regime_eu_dual,"A ‘Vπ’ less than 3,3 V when measured at a frequency of 1 GHz or below; or"
compliance_code_eu_224283,3A001.i.2.b.,product_trade_compliance.regime_eu_dual,A ‘Vπ’ less than 5 V when measured at a frequency of more than 1 GHz.
compliance_code_eu_224284,3A002,product_trade_compliance.regime_eu_dual,"General purpose ""electronic assemblies"", modules and equipment, as follows:"
compliance_code_eu_224285,3A002.a.,product_trade_compliance.regime_eu_dual,Recording equipment and oscilloscopes as follows:
compliance_code_eu_224286,3A002.a.1.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224287,3A002.a.2.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224288,3A002.a.3.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224289,3A002.a.4.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224290,3A002.a.5.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224291,3A002.a.6.,product_trade_compliance.regime_eu_dual,"Digital data recorders having all of the following: a. A sustained ‘continuous throughput’ of more than 6,4 Gbit/s to disk or solid-state drive memory; and b. ""Signal processing"" of the radio frequency signal data while it is being recorded;"
compliance_code_eu_224292,3A002.a.7.,product_trade_compliance.regime_eu_dual,Real-time oscilloscopes having a vertical root-mean-square (rms) noise voltage of less than 2 % of full-scale at the vertical scale setting that provides the lowest noise value for any input 3dB bandwidth of 60 GHz or greater per channel;
compliance_code_eu_224293,3A002.b.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224294,3A002.c.,product_trade_compliance.regime_eu_dual,"""Signal analysers"" as follows:"
compliance_code_eu_224295,3A002.c.1.,product_trade_compliance.regime_eu_dual,"""Signal analysers"" having a 3 dB resolution bandwidth (RBW) exceeding 40 MHz anywhere within the frequency range exceeding 31,8 GHz but not exceeding 37 GHz;"
compliance_code_eu_224296,3A002.c.2.,product_trade_compliance.regime_eu_dual,"""Signal analysers"" having a Displayed Average Noise Level (DANL) less (better) than -160 dBm/Hz anywhere within the frequency range exceeding 43,5 GHz but not exceeding 110 GHz;"
compliance_code_eu_224297,3A002.c.3.,product_trade_compliance.regime_eu_dual,"""Signal analysers"" having a frequency exceeding 110 GHz;"
compliance_code_eu_224298,3A002.c.4.,product_trade_compliance.regime_eu_dual,"""Signal analysers"" having all of the following: a. ""Real-time bandwidth"" exceeding 520 MHz; and b. Having any of the following: 1. 100 % probability of discovery with less than a 3 dB reduction from full amplitude due to gaps or windowing effects of signals having a duration of 8 μs or less; or 2. A ‘frequency mask trigger’ function with 100 % probability of trigger (capture) for signals having a duration of 8 μs or less;"
compliance_code_eu_224299,3A002.c.5.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224300,3A002.d.,product_trade_compliance.regime_eu_dual,Signal generators having any of the following:
compliance_code_eu_224301,3A002.d.1.,product_trade_compliance.regime_eu_dual,"Specified to generate pulse-modulated signals having all of the following, anywhere within the frequency range exceeding 31,8 GHz but not exceeding 37 GHz:"
compliance_code_eu_224302,3A002.d.1.a.,product_trade_compliance.regime_eu_dual,‘Pulse duration’ of less than 25 ns; and
compliance_code_eu_224303,3A002.d.1.b.,product_trade_compliance.regime_eu_dual,On/off ratio equal to or exceeding 65 dB;
compliance_code_eu_224304,3A002.d.2.,product_trade_compliance.regime_eu_dual,"An output power exceeding 100 mW (20 dBm) anywhere within the frequency range exceeding 43,5 GHz but not exceeding 120 GHz;"
compliance_code_eu_224305,3A002.d.3.,product_trade_compliance.regime_eu_dual,"A ""frequency switching time"" as specified by any of the following:"
compliance_code_eu_224306,3A002.d.3.a.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224307,3A002.d.3.b.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 2,2 GHz within the frequency range exceeding 4,8 GHz but not exceeding 31,8 GHz;"
compliance_code_eu_224308,3A002.d.3.c.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224309,3A002.d.3.d.,product_trade_compliance.regime_eu_dual,"Less than 500 μs for any frequency change exceeding 550 MHz within the frequency range exceeding 31,8 GHz but not exceeding 37 GHz;"
compliance_code_eu_224310,3A002.d.3.e.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 2,2 GHz within the frequency range exceeding 37 GHz but not exceeding 75 GHz; or"
compliance_code_eu_224311,3A002.d.3.f.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224312,3A002.d.3.g.,product_trade_compliance.regime_eu_dual,"Less than 100 μs for any frequency change exceeding 5,0 GHz within the frequency range exceeding 75 GHz but not exceeding 110 GHz;"
compliance_code_eu_224313,3A002.d.4.,product_trade_compliance.regime_eu_dual,"A single sideband (SSB) phase noise, in dBc/Hz, specified as being any of the following:"
compliance_code_eu_224314,3A002.d.4.a.,product_trade_compliance.regime_eu_dual,"Less (better) than -(126 + 20log10F - 20log10f) anywhere within the range of 10 Hz ≤ F ≤ 10 kHz anywhere within the frequency range exceeding 3,2 GHz but not exceeding 110 GHz; or"
compliance_code_eu_224315,3A002.d.4.b.,product_trade_compliance.regime_eu_dual,"Less (better) than -(206 - 20log10f) anywhere within the range of 10 kHz< F≤ 100 kHz anywhere within the frequency range exceeding 3,2 GHz but not exceeding 110 GHz;"
compliance_code_eu_224316,3A002.d.5.,product_trade_compliance.regime_eu_dual,An ‘RF modulation bandwidth’ of digital baseband signals as specified by any of the following:
compliance_code_eu_224317,3A002.d.5.a.,product_trade_compliance.regime_eu_dual,"Exceeding 2,2 GHz within the frequency range exceeding 4,8 GHz but not exceeding 31,8 GHz;"
compliance_code_eu_224318,3A002.d.5.b.,product_trade_compliance.regime_eu_dual,"Exceeding 550 MHz within the frequency range exceeding 31,8 GHz but not exceeding 37 GHz;"
compliance_code_eu_224319,3A002.d.5.c.,product_trade_compliance.regime_eu_dual,"Exceeding 2,2 GHz within the frequency range exceeding 37 GHz but not exceeding 75 GHz; or"
compliance_code_eu_224320,3A002.d.5.d.,product_trade_compliance.regime_eu_dual,"Exceeding 5,0 GHz within the frequency range exceeding 75 GHz but not exceeding 110 GHz; or"
compliance_code_eu_224321,3A002.d.6.,product_trade_compliance.regime_eu_dual,A maximum frequency exceeding 110 GHz;
compliance_code_eu_224322,3A002.e.,product_trade_compliance.regime_eu_dual,Network analysers having any of the following:
compliance_code_eu_224323,3A002.e.1.,product_trade_compliance.regime_eu_dual,"An output power exceeding 100 mW (20 dBm) anywhere within the operating frequency range exceeding 43,5 GHz but not exceeding 110 GHz;"
compliance_code_eu_224324,3A002.e.2.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_224325,3A002.e.3.,product_trade_compliance.regime_eu_dual,‘Nonlinear vector measurement functionality’ at frequencies exceeding 50 GHz but not exceeding 110 GHz; or
compliance_code_eu_224326,3A002.e.4.,product_trade_compliance.regime_eu_dual,A maximum operating frequency exceeding 110 GHz;
compliance_code_eu_224327,3A002.f.,product_trade_compliance.regime_eu_dual,Microwave test receivers having all of the following: 1. A maximum operating frequency exceeding 110 GHz; and 2. Being capable of measuring amplitude and phase simultaneously;
compliance_code_eu_224328,3A002.g.,product_trade_compliance.regime_eu_dual,Atomic frequency standards being any of the following:
compliance_code_eu_224329,3A002.g.1.,product_trade_compliance.regime_eu_dual,"""Space-qualified"";"
compliance_code_eu_224330,3A002.g.2.,product_trade_compliance.regime_eu_dual,Non-rubidium and having a long-term stability less (better) than 1 × 10^-11/month; or
compliance_code_eu_224331,3A002.g.3.,product_trade_compliance.regime_eu_dual,"Non-""space-qualified"" and having all of the following: a. Being a rubidium standard; b. Long-term stability less (better) than 1 × 10^-11/month; and c. Total power consumption of less than 1 W;"
compliance_code_eu_224332,3A002.h.,product_trade_compliance.regime_eu_dual,"""Electronic assemblies"", modules, or equipment, specified to perform all of the following: 1. Analogue-to-digital conversions meeting any of the following: a. A resolution of 8 bit or more, but less than 10 bit, with a ""sample rate"" greater than 1,3 Giga Samples Per Second (GSPS); b. A resolution of 10 bit or more, but less than 12 bit, with a ""sample rate"" greater than 1,0 GSPS; c. A resolution of 12 bit or more, but less than 14 bit, with a ""sample rate"" greater than 1,0 GSPS; d. A resolution of 14 bit or more but less than 16 bit, with a ""sample rate"" greater than 400 Mega Samples Per Second (MSPS); or e. A resolution of 16 bit or more with a ""sample rate"" greater than 180 MSPS; and 2. Any of the following: a. Output of digitised data; b. Storage of digitised data; or c. Processing of digitised data;"
compliance_code_eu_224333,3A003,product_trade_compliance.regime_eu_dual,"Spray cooling thermal management systems employing closed loop fluid handling and reconditioning equipment in a sealed enclosure where a dielectric fluid is sprayed onto electronic components using specially designed spray nozzles that are designed to maintain electronic components within their operating temperature range, and specially designed components therefor."
compliance_code_eu_224334,3A101,product_trade_compliance.regime_eu_dual,"Electronic equipment, devices and components, other than those specified in 3A001, as follows:"
