id,class_id:id,classification_code,label_ids:id,limited_quantity,limited_quantity_uom_id:id,name,packing_instruction_ids:id,transport_category,tunnel_restriction_code,un_number
adr_goods_2458,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,HEXADIENES,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2458
adr_goods_2459,adr_class_3,F1,adr_label_3,,,2-METHYL-1-BUTENE,adr_packing_instruction_P001,1,D/E,2459
adr_goods_2460,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,2-METHYL-2-BUTENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2460
adr_goods_2461,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,METHYLPENTADIENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2461
adr_goods_2463,adr_class_4_3,W2,adr_label_4_3,,,ALUMINIUM HYDRIDE,adr_packing_instruction_P403,1,E,2463
adr_goods_2464,adr_class_5_1,OT2,"adr_label_5_1,adr_label_6_1",1,uom.product_uom_kgm,BERYLLIUM NITRATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2464
adr_goods_2465,adr_class_5_1,O2,adr_label_5_1,1,uom.product_uom_kgm,"DICHLOROISOCYANURIC ACID, DRY or DICHLOROISOCYANURIC ACID SALTS","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2465
adr_goods_2466,adr_class_5_1,O2,adr_label_5_1,,,POTASSIUM SUPEROXIDE,"adr_packing_instruction_P503,adr_packing_instruction_IBC06",1,E,2466
adr_goods_2468,adr_class_5_1,O2,adr_label_5_1,1,uom.product_uom_kgm,"TRICHLOROISOCYANURIC ACID, DRY","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2468
adr_goods_2469,adr_class_5_1,O2,adr_label_5_1,5,uom.product_uom_kgm,ZINC BROMATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2469
adr_goods_2470,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,"PHENYLACETONITRILE, LIQUID","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2470
adr_goods_2471,adr_class_6_1,T5,adr_label_6_1,,,OSMIUM TETROXIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC07",1,C/E,2471
adr_goods_2473,adr_class_6_1,T3,adr_label_6_1,5,uom.product_uom_kgm,SODIUM ARSANILATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,2473
adr_goods_2474,adr_class_6_1,T1,adr_label_6_1,,,THIOPHOSGENE,adr_packing_instruction_P602,1,C/D,2474
adr_goods_2475,adr_class_8,C2,adr_label_8,5,uom.product_uom_kgm,VANADIUM TRICHLORIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2475
adr_goods_2477,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,METHYL ISOTHIOCYANATE,adr_packing_instruction_P602,1,C/D,2477
adr_goods_2478_1L,adr_class_3,FT1,"adr_label_3,adr_label_6_1",1,uom.product_uom_litre,"ISOCYANATES, FLAMMABLE, TOXIC, N.O.S. or ISOCYANATE SOLUTION, FLAMMABLE, TOXIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2478
adr_goods_2478_5L,adr_class_3,FT1,"adr_label_3,adr_label_6_1",5,uom.product_uom_litre,"ISOCYANATES, FLAMMABLE, TOXIC, N.O.S. or ISOCYANATE SOLUTION, FLAMMABLE, TOXIC, N.O.S.","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_R001",3,D/E,2478
adr_goods_2480,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,METHYL ISOCYANATE,adr_packing_instruction_P601,1,C/D,2480
adr_goods_2481,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,ETHYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2481
adr_goods_2482,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,n-PROPYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2482
adr_goods_2483,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,ISOPROPYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2483
adr_goods_2484,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,tert-BUTYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2484
adr_goods_2485,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,n-BUTYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2485
adr_goods_2486,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,ISOBUTYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2486
adr_goods_2487,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,PHENYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2487
adr_goods_2488,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,CYCLOHEXYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2488
adr_goods_2490,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,DICHLOROISOPROPYL ETHER,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2490
adr_goods_2491,adr_class_8,C7,adr_label_8,5,uom.product_uom_litre,ETHANOLAMINE or ETHANOLAMINE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2491
adr_goods_2493,adr_class_3,FC,"adr_label_3,adr_label_8",1,uom.product_uom_litre,HEXAMETHYLENEIMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2493
adr_goods_2495,adr_class_5_1,OTC,"adr_label_5_1,adr_label_6_1,adr_label_8",,,IODINE PENTAFLUORIDE,adr_packing_instruction_P200,1,B/E,2495
adr_goods_2496,adr_class_8,C3,adr_label_8,5,uom.product_uom_litre,PROPIONIC ANHYDRIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2496
adr_goods_2498,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,"1,2,3,6-TETRAHYDRO-BENZALDEHYDE","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2498
adr_goods_2501_100ml,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,TRIS-(1-AZIRIDINYL) PHOSPHINE OXIDE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2501
adr_goods_2501_5L,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,TRIS-(1-AZIRIDINYL) PHOSPHINE OXIDE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2501
adr_goods_2502,adr_class_8,CF1,"adr_label_8,adr_label_3",1,uom.product_uom_litre,VALERYL CHLORIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2502
adr_goods_2503,adr_class_8,C2,adr_label_8,5,uom.product_uom_kgm,ZIRCONIUM TETRACHLORIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2503
adr_goods_2504,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,TETRABROMOETHANE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2504
adr_goods_2505,adr_class_6_1,T5,adr_label_6_1,5,uom.product_uom_kgm,AMMONIUM FLUORIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,2505
adr_goods_2506,adr_class_8,C2,adr_label_8,1,uom.product_uom_kgm,AMMONIUM HYDROGEN SULPHATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2506
adr_goods_2507,adr_class_8,C2,adr_label_8,5,uom.product_uom_kgm,"CHLOROPLATINIC ACID, SOLID","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2507
adr_goods_2508,adr_class_8,C2,adr_label_8,5,uom.product_uom_kgm,MOLYBDENUM PENTACHLORIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2508
adr_goods_2509,adr_class_8,C2,adr_label_8,1,uom.product_uom_kgm,POTASSIUM HYDROGEN SULPHATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2509
adr_goods_2511,adr_class_8,C3,adr_label_8,5,uom.product_uom_litre,2-CHLOROPROPIONIC ACID,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2511
adr_goods_2512,adr_class_6_1,T2,adr_label_6_1,5,uom.product_uom_kgm,"AMINOPHENOLS (o-, m-, p-)","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,2512
adr_goods_2513,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,BROMOACETYL BROMIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,2513
adr_goods_2514,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,BROMOBENZENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2514
adr_goods_2515,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,BROMOFORM,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2515
adr_goods_2516,adr_class_6_1,T2,adr_label_6_1,5,uom.product_uom_kgm,CARBON TETRABROMIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,2516
adr_goods_2517,adr_class_2,2F,adr_label_2_1,,,"1-CHLORO-1,1-DIFLUOROETHANE (REFRIGERANT GAS R 142b)",adr_packing_instruction_P200,2,B/D,2517
adr_goods_2518,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,"1,5,9-CYCLODODECATRIENE","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2518
adr_goods_2520,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,CYCLOOCTADIENES,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2520
adr_goods_2521,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,"DIKETENE, STABILIZED",adr_packing_instruction_P602,1,C/D,2521
adr_goods_2522,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,2-DIMETHYLAMINOETHYL METHACRYLATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2522
adr_goods_2524,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,ETHYL ORTHOFORMATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2524
adr_goods_2525,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,ETHYL OXALATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2525
adr_goods_2526,adr_class_3,FC,"adr_label_3,adr_label_8",5,uom.product_uom_litre,FURFURYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_R001",3,D/E,2526
adr_goods_2527,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,"ISOBUTYL ACRYLATE, STABILIZED","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2527
adr_goods_2528,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,ISOBUTYL ISOBUTYRATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2528
adr_goods_2529,adr_class_3,FC,"adr_label_3,adr_label_8",5,uom.product_uom_litre,ISOBUTYRIC ACID,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_R001",3,D/E,2529
adr_goods_2531,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,"METHACRYLIC ACID, STABILIZED","adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_LP01",2,E,2531
adr_goods_2533,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,METHYL TRICHLOROACETATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2533
adr_goods_2534,adr_class_2,2TFC,"adr_label_2_3,adr_label_2_1,adr_label_8",,,METHYLCHLOROSILANE,adr_packing_instruction_P200,1,B/D,2534
adr_goods_2535,adr_class_3,FC,"adr_label_3,adr_label_8",1,uom.product_uom_litre,4-METHYLMORPHOLINE (N-METHYLMORPHOLINE),"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2535
adr_goods_2536,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,METHYLTETRAHYDRO-FURAN,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2536
adr_goods_2538,adr_class_4_1,F1,adr_label_4_1,5,uom.product_uom_kgm,NITRONAPHTHALENE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2538
adr_goods_2541,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,TERPINOLENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2541
adr_goods_2542,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,TRIBUTYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2542
adr_goods_2545_S4_4dot2_540_P404_0,adr_class_4_2,S4,adr_label_4_2,,,"HAFNIUM POWDER, DRY",adr_packing_instruction_P404,0,E,2545
adr_goods_2545_S4_4dot2_540_P410/IBC06_2,adr_class_4_2,S4,adr_label_4_2,,,"HAFNIUM POWDER, DRY","adr_packing_instruction_P410,adr_packing_instruction_IBC06",2,D/E,2545
adr_goods_2545_S4_4dot2_540_P002/IBC08/LP02/R001_3,adr_class_4_2,S4,adr_label_4_2,,,"HAFNIUM POWDER, DRY","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2545
adr_goods_2546_S4_4dot2_540_P404_0,adr_class_4_2,S4,adr_label_4_2,,,"TITANIUM POWDER, DRY",adr_packing_instruction_P404,0,E,2546
adr_goods_2546_S4_4dot2_540_P410/IBC06_2,adr_class_4_2,S4,adr_label_4_2,,,"TITANIUM POWDER, DRY","adr_packing_instruction_P410,adr_packing_instruction_IBC06",2,D/E,2546
adr_goods_2546_S4_4dot2_540_P002/IBC08/LP02/R001_3,adr_class_4_2,S4,adr_label_4_2,,,"TITANIUM POWDER, DRY","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2546
adr_goods_2547,adr_class_5_1,O2,adr_label_5_1,,,SODIUM SUPEROXIDE,"adr_packing_instruction_P503,adr_packing_instruction_IBC06",1,E,2547
adr_goods_2548,adr_class_2,2TOC,"adr_label_2_3,adr_label_5_1,adr_label_8",,,CHLORINE PENTAFLUORIDE,adr_packing_instruction_P200,1,D,2548
adr_goods_2552,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,"HEXAFLUOROACETONE HYDRATE, LIQUID","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2552
adr_goods_2554,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,METHYLALLYL CHLORIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2554
adr_goods_2555,adr_class_4_1,D,adr_label_4_1,,,"NITROCELLULOSE WITH WATER (not less than 25% water, by mass)",adr_packing_instruction_P406,2,B,2555
adr_goods_2556,adr_class_4_1,D,adr_label_4_1,,,"NITROCELLULOSE WITH ALCOHOL (not less than 25% alcohol, by mass, and not more than 12.6% nitrogen, by dry mass)",adr_packing_instruction_P406,2,B,2556
adr_goods_2557,adr_class_4_1,D,adr_label_4_1,,,"NITROCELLULOSE, with not more than 12.6% nitrogen, by dry mass, MIXTURE WITH or WITHOUT PLASTICIZER, WITH or WITHOUT PIGMENT",adr_packing_instruction_P406,2,B,2557
adr_goods_2558,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,EPIBROMOHYDRIN,adr_packing_instruction_P001,1,C/D,2558
adr_goods_2560,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,2-METHYLPENTAN-2-OL,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2560
adr_goods_2561,adr_class_3,F1,adr_label_3,,,3-METHYL-1-BUTENE,adr_packing_instruction_P001,1,D/E,2561
adr_goods_2564_1L,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,TRICHLOROACETIC ACID SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,2564
adr_goods_2564_5L,adr_class_8,C3,adr_label_8,5,uom.product_uom_litre,TRICHLOROACETIC ACID SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2564
adr_goods_2565,adr_class_8,C7,adr_label_8,5,uom.product_uom_litre,DICYCLOHEXYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2565
adr_goods_2567,adr_class_6_1,T2,adr_label_6_1,500,uom.product_uom_gram,SODIUM PENTACHLOROPHENATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,2567
adr_goods_2570,adr_class_6_1,T5,adr_label_6_1,,,CADMIUM COMPOUND,"adr_packing_instruction_P002,adr_packing_instruction_IBC07",1,C/E,2570
adr_goods_2570_500g,adr_class_6_1,T5,adr_label_6_1,500,uom.product_uom_gram,CADMIUM COMPOUND,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,2570
adr_goods_2570_5kg,adr_class_6_1,T5,adr_label_6_1,5,uom.product_uom_kgm,CADMIUM COMPOUND,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001,adr_packing_instruction_LP02",2,E,2570
adr_goods_2571,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,ALKYLSULPHURIC ACIDS,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,2571
adr_goods_2572,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,PHENYLHYDRAZINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2572
adr_goods_2573,adr_class_5_1,OT2,"adr_label_5_1,adr_label_6_1",1,uom.product_uom_kgm,THALLIUM CHLORATE,"adr_packing_instruction_P002,adr_packing_instruction_IBC06",2,E,2573
adr_goods_2574,adr_class_6_1,T1,adr_label_6_1,100,uom.product_uom_milliliter,TRICRESYL PHOSPHATE with more than 3% ortho isomer,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2574
adr_goods_2576,adr_class_8,C1,adr_label_8,,,"PHOSPHORUS OXYBROMIDE, MOLTEN",,2,E,2576
adr_goods_2577,adr_class_8,C3,adr_label_8,1,uom.product_uom_litre,PHENYLACETYL CHLORIDE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,2577
adr_goods_2578,adr_class_8,C2,adr_label_8,5,uom.product_uom_kgm,PHOSPHORUS TRIOXIDE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2578
adr_goods_2579,adr_class_8,C8,adr_label_8,5,uom.product_uom_kgm,PIPERAZINE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2579
adr_goods_2580,adr_class_8,C1,adr_label_8,5,uom.product_uom_litre,ALUMINIUM BROMIDE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2580
adr_goods_2581,adr_class_8,C1,adr_label_8,5,uom.product_uom_litre,ALUMINIUM CHLORIDE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2581
adr_goods_2582,adr_class_8,C1,adr_label_8,5,uom.product_uom_litre,FERRIC CHLORIDE SOLUTION,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2582
adr_goods_2583,adr_class_8,C2,adr_label_8,1,uom.product_uom_kgm,"ALKYLSULPHONIC ACIDS, SOLID or ARYLSULPHONIC ACIDS, SOLID with more than 5% free sulphuric acid","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,E,2583
adr_goods_2584,adr_class_8,C1,adr_label_8,1,uom.product_uom_litre,"ALKYLSULPHONIC ACIDS, LIQUID or ARYLSULPHONIC ACIDS, LIQUID with more than 5% free sulphuric acid","adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,E,2584
adr_goods_2585,adr_class_8,C4,adr_label_8,5,uom.product_uom_kgm,"ALKYLSULPHONIC ACIDS, SOLID or ARYLSULPHONIC ACIDS, SOLID with not more than 5% free sulphuric acid","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",3,E,2585
adr_goods_2586,adr_class_8,C3,adr_label_8,5,uom.product_uom_litre,"ALKYLSULPHONIC ACIDS, LIQUID or ARYLSULPHONIC ACIDS, LIQUID with not more than 5% free sulphuric acid","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,E,2586
adr_goods_2587,adr_class_6_1,T2,adr_label_6_1,500,uom.product_uom_gram,BENZOQUINONE,"adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,2587
adr_goods_2588,adr_class_6_1,T7,adr_label_6_1,,,"PESTICIDE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC02",1,C/E,2588
adr_goods_2588_500g,adr_class_6_1,T7,adr_label_6_1,500,uom.product_uom_gram,"PESTICIDE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08",2,D/E,2588
adr_goods_2588_5kg,adr_class_6_1,T7,adr_label_6_1,5,uom.product_uom_kgm,"PESTICIDE, SOLID, TOXIC, N.O.S.","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_LP02,adr_packing_instruction_R001",2,E,2588
adr_goods_2589,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",100,uom.product_uom_milliliter,VINYL CHLOROACETATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2589
adr_goods_2590,adr_class_9,M1,adr_label_9,5,uom.product_uom_kgm,"ASBESTOS, CHRYSOTILE","adr_packing_instruction_P002,adr_packing_instruction_IBC08,adr_packing_instruction_R001",3,E,2590
adr_goods_2591,adr_class_2,3A,adr_label_2_2,120,uom.product_uom_milliliter,"XENON, REFRIGERATED LIQUID",adr_packing_instruction_P203,3,C/E,2591
adr_goods_2599,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,CHLOROTRIFLUORO-METHANE AND TRIFLUOROMETHANE AZEOTROPIC MIXTURE with approximately 60% chlorotrifluoromethane (REFRIGERANT GAS R 503),adr_packing_instruction_P200,3,C/E,2599
adr_goods_2601,adr_class_2,2F,adr_label_2_1,,,CYCLOBUTANE,adr_packing_instruction_P200,2,B/D,2601
adr_goods_2602,adr_class_2,2A,adr_label_2_2,120,uom.product_uom_milliliter,"DICHLORODIFLUORO-METHANE AND 1,1-DIFLUOROETHANE AZEOTROPIC MIXTURE with approximately 74% dichlorodifluoromethane (REFRIGERANT GAS R 500)",adr_packing_instruction_P200,3,C/E,2602
adr_goods_2603,adr_class_3,FT1,"adr_label_3,adr_label_6_1",1,uom.product_uom_litre,CYCLOHEPTATRIENE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2603
adr_goods_2604,adr_class_8,CF1,"adr_label_8,adr_label_3",,,BORON TRIFLUORIDE DIETHYL ETHERATE,adr_packing_instruction_P001,1,D/E,2604
adr_goods_2605,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,METHOXYMETHYL ISOCYANATE,adr_packing_instruction_P602,1,C/D,2605
adr_goods_2606,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",,,METHYL ORTHOSILICATE,adr_packing_instruction_P602,1,C/D,2606
adr_goods_2607,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,"ACROLEIN DIMER, STABILIZED","adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2607
adr_goods_2608,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,NITROPROPANES,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2608
adr_goods_2609,adr_class_6_1,T1,adr_label_6_1,5,uom.product_uom_litre,TRIALLYL BORATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",2,E,2609
adr_goods_2610,adr_class_3,FC,"adr_label_3,adr_label_8",5,uom.product_uom_litre,TRIALLYLAMINE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_R001",3,D/E,2610
adr_goods_2611,adr_class_6_1,TF1,"adr_label_6_1,adr_label_3",100,uom.product_uom_milliliter,PROPYLENE CHLOROHYDRIN,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2611
adr_goods_2612,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,METHYL PROPYL ETHER,"adr_packing_instruction_P001,adr_packing_instruction_IBC02",2,D/E,2612
adr_goods_2614,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,METHALLYL ALCOHOL,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2614
adr_goods_2615,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,ETHYL PROPYL ETHER,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2615
adr_goods_2616_1L,adr_class_3,F1,adr_label_3,1,uom.product_uom_litre,TRIISOPROPYL BORATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC02,adr_packing_instruction_R001",2,D/E,2616
adr_goods_2616_5L,adr_class_3,F1,adr_label_3,5,uom.product_uom_litre,TRIISOPROPYL BORATE,"adr_packing_instruction_P001,adr_packing_instruction_IBC03,adr_packing_instruction_LP01,adr_packing_instruction_R001",3,D/E,2616
